-0.15038301	0.17851916	-0.12856923	0.12697595	0.14956193	0.21596739	0.14074127	-0.1170188	-0.15006895	0.16043353	0.23421583	0.1300136	-0.19294733	0.22597869	-0.185973	-0.17994282
-0.3923724	0.083675474	0.27278095	0.19786292	0.42913747	-0.022127945	0.38797203	0.20146322	-0.44539756	0.57637876	0.26879373	-0.24372382	-0.36406928	0.20997685	-0.13436188	-0.39654458
-0.3580637	0.24614449	-0.22718868	0.15231097	0.1263259	0.1412208	0.08662773	-0.09526335	0.24121393	-0.19204448	0.028978013	0.21117263	-0.16059183	0.22729199	-0.3406479	0.2180159
-0.09756139	0.24407457	-0.33597347	0.25610888	0.14079796	0.18207845	0.12310701	-0.2627509	-0.06402488	-0.07195191	-0.016698673	0.31680337	0.002023607	0.13949051	-0.18248557	-0.025558721
0.11928296	0.12892474	-0.2107435	0.05923918	0.05093067	0.15236111	0.088941365	-0.19189617	-0.013249157	-0.09821623	0.2646573	0.22362673	-0.2870822	0.011611724	-0.07522978	-0.3901151
-0.55575746	0.610825	-0.48792228	0.27776772	-0.03945628	0.06312989	0.09341285	-0.16200966	0.6537886	-0.5648564	-0.4377061	0.45783728	0.2675845	0.5610071	-0.7530436	0.74257547
-0.2645738	0.20212911	-0.03110977	0.054270577	0.17014952	0.22886018	0.049212556	-0.045286722	-0.34125507	0.29424572	0.24349116	0.057121392	-0.13245367	0.23294543	-0.17211536	-0.12582277
-0.13018587	0.1916622	-0.055128798	-0.0132774515	-0.031110462	0.06567973	0.056085348	-0.0047937203	-0.19127046	0.081187025	0.28501448	0.03069402	-0.18746957	0.3339338	-0.21323203	-0.102398396
0.2477467	0.4431992	-0.5929954	-0.05100177	-0.45939288	0.29135773	-0.3500272	-0.34944808	0.5989433	-0.6979151	0.0010746368	0.63697267	0.05785303	0.3342809	-0.478544	0.15245873
-0.37412918	0.35974684	-0.15348813	0.16772647	0.14626534	0.015339797	0.26288626	0.026182253	-0.06477599	0.07741269	-0.03005732	0.1179186	-0.0070963623	0.43884718	-0.3949564	0.24246871
-0.38443398	0.47098917	0.0007088411	-0.18865457	0.03861665	-0.11863014	0.23807414	0.1361059	-0.68988764	0.71427894	0.45408955	-0.15998057	0.17316966	0.61089176	-0.2805719	0.32722977
0.1960253	0.3681935	-0.038441934	-0.33301744	-0.35352775	-0.013559253	-0.15587656	0.098491795	-0.13710651	-0.050648164	0.594952	0.133069	-0.18456733	0.4525426	-0.27679113	-0.59090084
0.3919985	-0.03360313	-0.35972625	0.013520986	-0.19937068	0.32185665	-0.1782788	-0.48784846	0.09982008	-0.27891424	0.3038508	0.45288178	-0.20274304	-0.23229711	0.0016600467	-0.58211946
-0.21325631	0.106766276	0.07565837	0.24061514	0.32860065	0.22000445	0.1460075	-0.057841554	-0.23273458	0.34741053	0.21046314	-0.048104618	-0.32845166	0.12488322	-0.13388437	-0.33659735
0.053458367	-0.321507	0.15074334	0.4647081	0.6322613	0.25620335	0.3653248	-0.16237183	-0.2514371	0.33846748	0.15954117	-0.0696949	-0.5662574	-0.36795905	0.14512518	-0.6656691
-0.16053016	0.0058110445	0.3374445	0.10671927	0.32058978	-0.09916383	0.3595753	0.28898394	-0.32112855	0.45033243	0.4733048	-0.27656165	-0.5334567	0.11722293	-0.07462549	-0.6451963
0.10889084	-0.18886983	0.13538465	0.25312155	0.25468343	0.24296008	0.16271581	-0.04379728	0.00083695963	0.1135593	0.35171908	0.013791789	-0.6423867	-0.16783242	-0.027639423	-0.71265775
-0.19407713	-0.025007091	-0.100123696	0.5690808	0.53488535	0.3770739	0.2355165	-0.31562668	-0.109761246	0.15863483	-0.10766615	0.23903424	-0.260636	-0.17208272	-0.07719207	-0.2643987
-1.0543748	0.5682452	-0.4792386	0.7831232	0.81707376	-0.059445273	0.6281409	-0.2806833	0.5172446	-0.21259981	-0.79366475	0.40594426	0.4370725	0.42686975	-0.68122613	1.0441569
0.26962876	0.26430744	-0.4885914	-0.08359423	-0.1758496	0.29401124	-0.110322334	-0.565685	-0.5324534	0.25562376	0.2651602	0.4664655	0.12314538	0.05556569	0.004888353	-0.25101513
